year	depto	letra	clae2_desc	puestos
2014	Gualeguay	K	Servicios financieros (excepto seguros y pensiones)	72
2014	Gualeguay	L	Servicios inmobiliarios	70
2014	Gualeguay	M	Investigación y desarrollo científico	3
2014	Gualeguay	M	Otras actividades profesionales, científicas y técnicas	NA
2014	Gualeguay	M	Servicios de arquitectura e ingeniería	12
2014	Gualeguay	M	Servicios de publicidad e investigación de mercado	5
2014	Gualeguay	M	Servicios jurídicos y de contabilidad	77
2014	Gualeguay	M	Servicios veterinarios	5
2014	Gualeguay	M	Servicios y asesoramiento de dirección y gestión empresarial	58
2014	Gualeguay	N	Actividades administrativas y de apoyo a oficinas y empresas	29
2014	Gualeguay	N	Actividades de investigación y seguridad	39
2014	Gualeguay	N	Agencias de viajes, servicios de reservas y actividades conexas	4
2014	Gualeguay	N	Alquiler y arrendamiento	8
2014	Gualeguay	N	Servicios a edificios y actividades de jardinería	23
2014	Gualeguay	N	Servicios de obtención y dotación de personal	19
2014	Gualeguay	P	Enseñanza	392
2014	Gualeguay	Q	Actividades de atención en instituciones	33
2014	Gualeguay	Q	Actividades de atención sin alojamiento	NA
2014	Gualeguay	Q	Servicios de salud humana	156
2014	Gualeguay	R	Actividades deportivas, recreativas y de entretenimiento	6
2014	Gualeguay	R	Juegos de azar y apuestas	13
2014	Gualeguay	R	Servicios artísticos y de espectáculos	NA
2014	Gualeguay	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	NA
2014	Gualeguay	S	Otros servicios personales	15
2014	Gualeguay	S	Reparación de computadoras y equipos de uso doméstico	NA
2014	Gualeguay	S	Servicios de asociaciones	120
2014	Gualeguaychú	Otro	Otros sectores	37
2014	Gualeguaychú	A	Agricultura, ganadería, caza y servicios relacionados	1464
2014	Gualeguaychú	A	Pesca y acuicultura	9
2014	Gualeguaychú	A	Silvicultura y explotación forestal	128
2014	Gualeguaychú	B	Actividades de apoyo al petróleo y la minería	3
2014	Gualeguaychú	B	Extracción de carbón y lignito	NA
2014	Gualeguaychú	B	Extracción de minerales metálicos	NA
2014	Gualeguaychú	B	Extracción de otros minerales	29
2014	Gualeguaychú	B	Extracción de petróleo crudo y gas natural	9
2014	Gualeguaychú	C	Elaboracion de productos farmacéuticos	32
2014	Gualeguaychú	C	Elaboración de bebidas	490
2014	Gualeguaychú	C	Elaboración de prendas de vestir	15
2014	Gualeguaychú	C	Elaboración de productos alimenticios	894
2014	Gualeguaychú	C	Elaboración de productos de cuero y calzado	10
2014	Gualeguaychú	C	Elaboración de productos de madera	42
2014	Gualeguaychú	C	Elaboración de productos de papel	39
2014	Gualeguaychú	C	Elaboración de productos de tabaco	NA
2014	Gualeguaychú	C	Elaboración de productos textiles	172
2014	Gualeguaychú	C	Fabricación de equipo eléctrico	178
2014	Gualeguaychú	C	Fabricación de maquinarias	68
2014	Gualeguaychú	C	Fabricación de metales comunes	38
2014	Gualeguaychú	C	Fabricación de muebles	10
2014	Gualeguaychú	C	Fabricación de otros equipos de transporte	9
2014	Gualeguaychú	C	Fabricación de productos de caucho y vidrio	223
2014	Gualeguaychú	C	Fabricación de productos de informática, de electrónica y de óptica	11
2014	Gualeguaychú	C	Fabricación de productos de refinación de petróleo	4
2014	Gualeguaychú	C	Fabricación de productos de vidrio y otros minerales no metálicos	59
2014	Gualeguaychú	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	359
2014	Gualeguaychú	C	Fabricación de sustancias químicas	412
2014	Gualeguaychú	C	Fabricación de vehículos automotores, remolques y semirremolques	388
2014	Gualeguaychú	C	Imprentas y editoriales	28
2014	Gualeguaychú	C	Otras industrias manufactureras	4
2014	Gualeguaychú	C	Reparación e instalación de maquinaria y equipo	8
2014	Gualeguaychú	D	Suministro de electricidad, gas, vapor y aire acondicionado	126
2014	Gualeguaychú	E	Captación, tratamiento y distribución de agua	20
2014	Gualeguaychú	E	Descontaminación y otros servicios	NA
2014	Gualeguaychú	E	Evacuación de aguas residuales	NA
2014	Gualeguaychú	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	41
2014	Gualeguaychú	F	Actividades especializadas de construcción 	107
2014	Gualeguaychú	F	Construcción de edificios y partes	521
2014	Gualeguaychú	F	Obras de ingeniería civil	302
2014	Gualeguaychú	G	Comercio al por mayor excepto autos y motos	939
2014	Gualeguaychú	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	161
2014	Gualeguaychú	G	Comercio al por menor excepto autos y motos	1618
2014	Gualeguaychú	H	Almacenamiento y actividades de apoyo al transporte	135
2014	Gualeguaychú	H	Servicio de correo y mensajería	68
2014	Gualeguaychú	H	Transporte acuático	25
2014	Gualeguaychú	H	Transporte aéreo	3
2014	Gualeguaychú	H	Transporte terrestre y por tuberías	741
2014	Gualeguaychú	I	Servicios de alojamiento	237
2014	Gualeguaychú	I	Servicios de expendio de alimentos y bebidas	326
2014	Gualeguaychú	J	Actividades de procesamiento de información	9
2014	Gualeguaychú	J	Edición	51
2014	Gualeguaychú	J	Programación y transmisiones de TV y radio	88
2014	Gualeguaychú	J	Servicios audiovisuales	3
2014	Gualeguaychú	J	Servicios de programación, consultoría informática y actividades conexas	104
2014	Gualeguaychú	J	Telecomunicaciones	56
2014	Gualeguaychú	K	Servicios auxiliares de la actividad financiera y de seguros	38
2014	Gualeguaychú	K	Servicios de seguros, reaseguros y pensiones	119
2014	Gualeguaychú	K	Servicios financieros (excepto seguros y pensiones)	243
2014	Gualeguaychú	L	Servicios inmobiliarios	228
2014	Gualeguaychú	M	Investigación y desarrollo científico	5
2014	Gualeguaychú	M	Otras actividades profesionales, científicas y técnicas	7
2014	Gualeguaychú	M	Servicios de arquitectura e ingeniería	40
2014	Gualeguaychú	M	Servicios de publicidad e investigación de mercado	14
2014	Gualeguaychú	M	Servicios jurídicos y de contabilidad	146
2014	Gualeguaychú	M	Servicios veterinarios	14
2014	Gualeguaychú	M	Servicios y asesoramiento de dirección y gestión empresarial	123
2014	Gualeguaychú	N	Actividades administrativas y de apoyo a oficinas y empresas	146
2014	Gualeguaychú	N	Actividades de investigación y seguridad	178
2014	Gualeguaychú	N	Agencias de viajes, servicios de reservas y actividades conexas	27
2014	Gualeguaychú	N	Alquiler y arrendamiento	73
2014	Gualeguaychú	N	Servicios a edificios y actividades de jardinería	96
2014	Gualeguaychú	N	Servicios de obtención y dotación de personal	140
2014	Gualeguaychú	P	Enseñanza	1488
2014	Gualeguaychú	Q	Actividades de atención en instituciones	25
2014	Gualeguaychú	Q	Actividades de atención sin alojamiento	NA
2014	Gualeguaychú	Q	Servicios de salud humana	452
2014	Gualeguaychú	R	Actividades deportivas, recreativas y de entretenimiento	113
2014	Gualeguaychú	R	Juegos de azar y apuestas	40
2014	Gualeguaychú	R	Servicios artísticos y de espectáculos	3
2014	Gualeguaychú	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	9
2014	Gualeguaychú	S	Otros servicios personales	45
2014	Gualeguaychú	S	Reparación de computadoras y equipos de uso doméstico	4
2014	Gualeguaychú	S	Servicios de asociaciones	517
2014	Islas del Ibicuy	Otro	Otros sectores	NA
2014	Islas del Ibicuy	A	Agricultura, ganadería, caza y servicios relacionados	83
2014	Islas del Ibicuy	A	Silvicultura y explotación forestal	6
2014	Islas del Ibicuy	B	Extracción de otros minerales	28
2014	Islas del Ibicuy	B	Extracción de petróleo crudo y gas natural	NA
2014	Islas del Ibicuy	C	Elaboracion de productos farmacéuticos	NA
2014	Islas del Ibicuy	C	Elaboración de bebidas	5
2014	Islas del Ibicuy	C	Elaboración de productos alimenticios	3
2014	Islas del Ibicuy	C	Elaboración de productos de papel	80
2014	Islas del Ibicuy	C	Fabricación de equipo eléctrico	NA
2014	Islas del Ibicuy	C	Fabricación de maquinarias	NA
2014	Islas del Ibicuy	C	Fabricación de metales comunes	18
2014	Islas del Ibicuy	C	Fabricación de muebles	NA
2014	Islas del Ibicuy	C	Fabricación de otros equipos de transporte	6
2014	Islas del Ibicuy	C	Fabricación de productos de caucho y vidrio	3
2014	Islas del Ibicuy	C	Fabricación de productos de refinación de petróleo	NA
2014	Islas del Ibicuy	C	Fabricación de productos de vidrio y otros minerales no metálicos	3
2014	Islas del Ibicuy	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	3
2014	Islas del Ibicuy	C	Fabricación de sustancias químicas	5
2014	Islas del Ibicuy	C	Fabricación de vehículos automotores, remolques y semirremolques	39
2014	Islas del Ibicuy	D	Suministro de electricidad, gas, vapor y aire acondicionado	4
2014	Islas del Ibicuy	E	Captación, tratamiento y distribución de agua	5
2014	Islas del Ibicuy	E	Descontaminación y otros servicios	NA
2014	Islas del Ibicuy	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	3
2014	Islas del Ibicuy	F	Actividades especializadas de construcción 	15
2014	Islas del Ibicuy	F	Construcción de edificios y partes	12
2014	Islas del Ibicuy	F	Obras de ingeniería civil	29
2014	Islas del Ibicuy	G	Comercio al por mayor excepto autos y motos	8
2014	Islas del Ibicuy	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	4
2014	Islas del Ibicuy	G	Comercio al por menor excepto autos y motos	24
2014	Islas del Ibicuy	H	Almacenamiento y actividades de apoyo al transporte	184
2014	Islas del Ibicuy	H	Servicio de correo y mensajería	NA
2014	Islas del Ibicuy	H	Transporte acuático	7
2014	Islas del Ibicuy	H	Transporte terrestre y por tuberías	41
2014	Islas del Ibicuy	I	Servicios de alojamiento	3
2014	Islas del Ibicuy	I	Servicios de expendio de alimentos y bebidas	NA
2014	Islas del Ibicuy	J	Edición	NA
2014	Islas del Ibicuy	J	Programación y transmisiones de TV y radio	4
2014	Islas del Ibicuy	J	Servicios de programación, consultoría informática y actividades conexas	NA
2014	Islas del Ibicuy	J	Telecomunicaciones	NA
2014	Islas del Ibicuy	K	Servicios de seguros, reaseguros y pensiones	4
2014	Islas del Ibicuy	K	Servicios financieros (excepto seguros y pensiones)	4
2014	Islas del Ibicuy	L	Servicios inmobiliarios	7
2014	Islas del Ibicuy	M	Servicios de publicidad e investigación de mercado	NA
2014	Islas del Ibicuy	M	Servicios jurídicos y de contabilidad	NA
2014	Islas del Ibicuy	M	Servicios y asesoramiento de dirección y gestión empresarial	12
2014	Islas del Ibicuy	N	Actividades administrativas y de apoyo a oficinas y empresas	4
2014	Islas del Ibicuy	N	Actividades de investigación y seguridad	7
2014	Islas del Ibicuy	N	Agencias de viajes, servicios de reservas y actividades conexas	NA
2014	Islas del Ibicuy	N	Servicios a edificios y actividades de jardinería	10
2014	Islas del Ibicuy	N	Servicios de obtención y dotación de personal	11
2014	Islas del Ibicuy	P	Enseñanza	46
2014	Islas del Ibicuy	Q	Servicios de salud humana	3
2014	Islas del Ibicuy	R	Actividades deportivas, recreativas y de entretenimiento	5
2014	Islas del Ibicuy	R	Juegos de azar y apuestas	5
2014	Islas del Ibicuy	S	Otros servicios personales	NA
2014	Islas del Ibicuy	S	Servicios de asociaciones	24
2014	La Paz	Otro	Otros sectores	14
2014	La Paz	A	Agricultura, ganadería, caza y servicios relacionados	1453
2014	La Paz	A	Pesca y acuicultura	44
2014	La Paz	A	Silvicultura y explotación forestal	15
2014	La Paz	B	Actividades de apoyo al petróleo y la minería	5
2014	La Paz	B	Extracción de otros minerales	54
2014	La Paz	B	Extracción de petróleo crudo y gas natural	NA
2014	La Paz	C	Elaboracion de productos farmacéuticos	6
2014	La Paz	C	Elaboración de bebidas	4
2014	La Paz	C	Elaboración de prendas de vestir	11
2014	La Paz	C	Elaboración de productos alimenticios	519
2014	La Paz	C	Elaboración de productos de cuero y calzado	4
2014	La Paz	C	Elaboración de productos de madera	41
2014	La Paz	C	Elaboración de productos de papel	6
2014	La Paz	C	Elaboración de productos textiles	5
2014	La Paz	C	Fabricación de equipo eléctrico	3
2014	La Paz	C	Fabricación de maquinarias	22
2014	La Paz	C	Fabricación de metales comunes	11
2014	La Paz	C	Fabricación de muebles	37
2014	La Paz	C	Fabricación de otros equipos de transporte	4
2014	La Paz	C	Fabricación de productos de caucho y vidrio	17
2014	La Paz	C	Fabricación de productos de informática, de electrónica y de óptica	5
2014	La Paz	C	Fabricación de productos de vidrio y otros minerales no metálicos	73
2014	La Paz	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	42
2014	La Paz	C	Fabricación de sustancias químicas	10
2014	La Paz	C	Fabricación de vehículos automotores, remolques y semirremolques	16
2014	La Paz	C	Imprentas y editoriales	NA
2014	La Paz	C	Otras industrias manufactureras	NA
2014	La Paz	C	Reparación e instalación de maquinaria y equipo	5
2014	La Paz	D	Suministro de electricidad, gas, vapor y aire acondicionado	52
2014	La Paz	E	Captación, tratamiento y distribución de agua	8
2014	La Paz	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	3
2014	La Paz	F	Actividades especializadas de construcción 	66
2014	La Paz	F	Construcción de edificios y partes	189
2014	La Paz	F	Obras de ingeniería civil	198
2014	La Paz	G	Comercio al por mayor excepto autos y motos	351
2014	La Paz	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	56
2014	La Paz	G	Comercio al por menor excepto autos y motos	613
2014	La Paz	H	Almacenamiento y actividades de apoyo al transporte	27
2014	La Paz	H	Servicio de correo y mensajería	27
2014	La Paz	H	Transporte acuático	10
2014	La Paz	H	Transporte terrestre y por tuberías	153
2014	La Paz	I	Servicios de alojamiento	56
2014	La Paz	I	Servicios de expendio de alimentos y bebidas	71
2014	La Paz	J	Edición	5
2014	La Paz	J	Programación y transmisiones de TV y radio	28
2014	La Paz	J	Servicios de programación, consultoría informática y actividades conexas	5
2014	La Paz	J	Telecomunicaciones	8
2014	La Paz	K	Servicios auxiliares de la actividad financiera y de seguros	3
2014	La Paz	K	Servicios de seguros, reaseguros y pensiones	28
2014	La Paz	K	Servicios financieros (excepto seguros y pensiones)	88
2014	La Paz	L	Servicios inmobiliarios	116
2014	La Paz	M	Investigación y desarrollo científico	3
2014	La Paz	M	Otras actividades profesionales, científicas y técnicas	NA
2014	La Paz	M	Servicios de arquitectura e ingeniería	12
2014	La Paz	M	Servicios de publicidad e investigación de mercado	4
2014	La Paz	M	Servicios jurídicos y de contabilidad	47
2014	La Paz	M	Servicios veterinarios	NA
2014	La Paz	M	Servicios y asesoramiento de dirección y gestión empresarial	18
2014	La Paz	N	Actividades administrativas y de apoyo a oficinas y empresas	29
2014	La Paz	N	Actividades de investigación y seguridad	41
2014	La Paz	N	Agencias de viajes, servicios de reservas y actividades conexas	4
2014	La Paz	N	Alquiler y arrendamiento	34
